,Image,F1,Jaccard,Recall,Precision
263,archive\images\1021.png,0.8243792325056434,0.7012288786482335,0.7327447833065811,0.9422084623323014
264,archive\images\197.png,0.900192348792477,0.8184998056743101,0.8434120945134161,0.9651695692025665
265,archive\images\1274.png,0.04975124378109453,0.025510204081632654,0.025510204081632654,1.0
266,archive\images\915.png,0.7077475321567455,0.5476851851851852,0.5535797847449696,0.9809286898839138
267,archive\images\2360.png,0.4694645441389291,0.306732223903177,0.5126422250316056,0.43299519487453286
268,archive\images\1553.png,0.8132260947274352,0.6852409638554217,0.7021604938271605,0.9660297239915074
269,archive\images\2262.png,0.9617486338797814,0.9263157894736842,0.9678510998307953,0.9557226399331662
270,archive\images\2096.png,0.8041646008924145,0.6724709784411277,0.708916083916084,0.9289805269186713
271,archive\images\2385.png,0.9058624577226606,0.8279237506439979,0.8396029258098223,0.9834761321909424
272,archive\images\2073.png,0.6549811404481917,0.4869679973606071,0.5123221103783409,0.9077490774907749
273,archive\images\979.png,0.8992673992673993,0.8169717138103162,0.8393162393162393,0.9684418145956607
274,archive\images\1658.png,0.8215767634854771,0.6971830985915493,0.7071428571428572,0.9801980198019802
275,archive\images\864.png,0.6110891089108911,0.43997718848018247,0.44339080459770114,0.9828025477707006
276,archive\images\2571.png,0.7941026944585663,0.6585160202360877,0.6585160202360877,1.0
277,archive\images\1269.png,0.9307479224376731,0.8704663212435233,0.9032258064516129,0.96
278,archive\images\985.png,0.4533333333333333,0.29310344827586204,0.572538860103627,0.37521222410865873
279,archive\images\847.png,0.0,0.0,0.0,0.0
280,archive\images\1218.png,0.8112798264642083,0.6824817518248175,0.9842105263157894,0.6900369003690037
281,archive\images\926.png,0.9374130737134909,0.8821989528795812,0.9970414201183432,0.884514435695538
282,archive\images\2029.png,0.889315419065899,0.8006912442396313,0.8424242424242424,0.9417344173441734
283,archive\images\559.png,0.9329446064139941,0.8743169398907104,0.8839779005524862,0.9876543209876543
284,archive\images\16.png,0.8671679197994987,0.7654867256637168,0.9719101123595506,0.7828054298642534
285,archive\images\1972.png,0.78580814717477,0.6471861471861472,0.6514161220043573,0.9900662251655629
286,archive\images\2837.png,0.0,0.0,0.0,0.0
287,archive\images\1050.png,0.9279770444763271,0.8656316916488223,0.8768980477223427,0.9853747714808044
288,archive\images\2971.png,0.762043795620438,0.6155660377358491,0.6249002394253791,0.9763092269326683
289,archive\images\1988.png,0.0,0.0,0.0,0.0
290,archive\images\949.png,0.7764705882352941,0.6346153846153846,0.8342696629213483,0.726161369193154
291,archive\images\2633.png,0.0,0.0,0.0,0.0
292,archive\images\1410.png,0.48226950354609927,0.3177570093457944,0.3217665615141956,0.9622641509433962
293,archive\images\1118.png,0.9254341164453525,0.8612167300380228,0.982646420824295,0.8745173745173745
294,archive\images\1185.png,0.9772036474164134,0.9554234769687965,0.9691032403918614,0.98544061302682
295,archive\images\1726.png,0.925086249383933,0.8606143970655663,0.9380309845077461,0.9124939231891104
296,archive\images\880.png,0.8851174934725848,0.7939110070257611,0.9630681818181818,0.8188405797101449
297,archive\images\2951.png,0.967755803955288,0.9375260308204915,0.9774207555362571,0.9582801191996594
298,archive\images\2269.png,0.5025466893039049,0.3356009070294785,0.34022988505747126,0.961038961038961
299,archive\images\1555.png,0.894,0.8083182640144665,1.0,0.8083182640144665
300,archive\images\2968.png,0.9199272065514104,0.8517270429654591,0.9395910780669146,0.9010695187165776
301,archive\images\948.png,0.8467815049864007,0.7342767295597484,0.7508038585209004,0.9708939708939709
302,archive\images\262.png,0.9268030139935415,0.8635907723169508,0.9750849377123443,0.8830769230769231
303,archive\images\2090.png,0.7841873091279267,0.6449902316494558,0.6771169059478465,0.9314792422410318
304,archive\images\2285.png,0.5388371060807812,0.3687727825030377,0.38466413181242076,0.8992592592592593
305,archive\images\1262.png,0.7121729237770194,0.5530035335689046,1.0,0.5530035335689046
306,archive\images\2098.png,0.0,0.0,0.0,0.0
